objects,flights,depth,unique_assets,threaded,changes,views,tick_median_ms,tick_p95_ms,lifecycle_median_ms,lifecycle_p95_ms,collect_seal_median_ms,collect_seal_p95_ms,apply_median_ms,apply_p95_ms,view_median_ms,view_p95_ms,retirement_median_ms,retirement_p95_ms,allocations_7_samples,allocated_bytes_7_samples,gathers_warmup_and_7_samples,matrix_evaluations_warmup_and_7_samples
100000,2,8,true,true,1000,3,1.681100,1.905000,0.000800,0.001300,0.341100,0.373700,0.023100,0.023700,2.864100,3.085400,0.001400,0.002000,0,0,10000,45000
100000,2,8,true,true,100000,1,6.685600,7.493000,0.000800,0.000900,36.600000,39.526300,2.654400,2.892500,1.104100,1.193200,0.000800,0.001000,0,0,1000000,4500000
100000,2,8,true,true,100000,3,6.723500,7.092700,0.001000,0.002500,36.473000,40.354400,2.428300,2.695800,3.225900,3.736000,0.001300,0.003100,0,0,1000000,4500000
100000,3,1,false,false,0,1,1.496200,1.559200,0.000200,0.017300,0.000500,0.001000,0.000200,0.000700,0.997600,1.429600,0.000700,0.000900,0,0,0,0
100000,3,1,false,false,0,3,1.561900,1.771800,0.000400,0.000800,0.000900,0.001600,0.000300,0.001000,2.819100,3.179200,0.001100,0.001600,0,0,0,0
100000,3,1,false,false,1,1,1.487000,1.936700,0.000300,0.000900,0.002000,0.003700,0.000400,0.000900,1.016600,1.389800,0.000700,0.001200,0,0,11,11
100000,3,1,false,false,1,3,1.535300,1.838700,0.000400,0.000900,0.002300,0.003900,0.000500,0.001300,2.872300,3.246600,0.001000,0.001400,0,0,11,11
100000,3,1,false,false,1000,1,1.508700,1.743600,0.000200,0.000800,0.092600,0.097500,0.022600,0.023400,1.002600,1.174000,0.000300,0.000800,0,0,11000,11000
100000,3,1,false,false,1000,3,1.551400,1.764200,0.000400,0.001000,0.118800,0.161300,0.023800,0.051100,2.860900,3.266300,0.000800,0.001200,0,0,11000,11000
100000,3,1,false,false,100000,1,3.647200,3.870200,0.000800,0.001600,11.252900,11.552900,2.403100,2.555500,1.092800,1.151600,0.000800,0.001200,0,0,1100000,1100000
100000,3,1,false,false,100000,3,3.461400,4.497900,0.000800,0.001700,11.251300,11.864200,2.459600,2.668900,3.490600,4.220400,0.000900,0.001500,0,0,1100000,1100000
100000,3,1,false,true,0,1,1.552000,1.678400,0.000500,0.001200,0.000400,0.000900,0.000400,0.000500,1.061200,1.138500,0.000500,0.000600,0,0,0,0
100000,3,1,false,true,0,3,1.592900,1.879600,0.000900,0.003900,0.000900,0.001300,0.000600,0.000700,2.887100,3.429300,0.001500,0.001800,0,0,0,0
100000,3,1,false,true,1,1,1.556300,1.666800,0.000600,0.001200,0.001400,0.002200,0.000600,0.001200,0.964400,1.036700,0.000600,0.001100,0,0,11,11
100000,3,1,false,true,1,3,1.545000,1.873900,0.000800,0.001300,0.002400,0.002800,0.000800,0.001300,2.867500,3.092600,0.001400,0.002800,0,0,11,11
100000,3,1,false,true,1000,1,1.536600,1.887200,0.000600,0.001100,0.095600,0.163200,0.021000,0.049200,1.018700,1.126600,0.000500,0.000900,0,0,11000,11000
100000,3,1,false,true,1000,3,1.590800,1.724000,0.000800,0.001300,0.098900,0.121900,0.022800,0.029500,2.895000,3.217500,0.001300,0.001700,0,0,11000,11000
100000,3,1,false,true,100000,1,3.459600,3.697200,0.000800,0.001300,11.200500,11.480000,2.413400,2.843300,1.116900,1.264300,0.000900,0.001300,0,0,1100000,1100000
100000,3,1,false,true,100000,3,3.603400,3.777100,0.001000,0.001400,10.950100,11.449100,2.559400,2.818600,3.230900,3.472900,0.001300,0.001400,0,0,1100000,1100000
100000,3,1,true,false,0,1,1.514400,1.760300,0.000200,0.000800,0.000400,0.000900,0.000200,0.000500,1.050600,1.165100,0.000400,0.000900,0,0,0,0
100000,3,1,true,false,0,3,1.574400,1.715200,0.000400,0.001500,0.000500,0.000900,0.000200,0.000700,2.840700,2.928000,0.001000,0.001000,0,0,0,0
100000,3,1,true,false,1,1,1.520900,1.734100,0.000400,0.000900,0.001600,0.002200,0.000400,0.000800,1.015400,1.257000,0.000500,0.001300,0,0,11,11
100000,3,1,true,false,1,3,1.582400,1.880700,0.000500,0.001400,0.001800,0.002800,0.000500,0.000800,2.878000,3.342800,0.001100,0.001500,0,0,11,11
100000,3,1,true,false,1000,1,1.546900,1.704600,0.000300,0.000900,0.094800,0.117500,0.022200,0.040600,1.036100,1.337100,0.000300,0.001200,0,0,11000,11000
100000,3,1,true,false,1000,3,1.520400,1.565000,0.000400,0.000900,0.098900,0.156900,0.021800,0.022900,2.998400,3.177500,0.000800,0.001500,0,0,11000,11000
100000,3,1,true,false,100000,1,3.553700,3.665600,0.001000,0.001200,11.179800,11.570100,2.405400,2.737400,1.123100,1.433200,0.001100,0.001500,0,0,1100000,1100000
100000,3,1,true,false,100000,3,3.534400,3.844500,0.000800,0.001300,11.115000,11.649400,2.432100,2.618300,3.271400,3.607700,0.000900,0.001400,0,0,1100000,1100000
100000,3,1,true,true,0,1,1.515400,1.691600,0.000500,0.000600,0.000500,0.000600,0.000400,0.000500,1.024000,1.252700,0.000600,0.001000,0,0,0,0
100000,3,1,true,true,0,3,1.605600,2.014600,0.000800,0.000900,0.001300,0.002200,0.000600,0.001000,2.934900,3.414200,0.001300,0.002300,0,0,0,0
100000,3,1,true,true,1,1,1.484700,1.653800,0.000500,0.001000,0.001200,0.001600,0.000600,0.001100,1.012300,1.306400,0.000600,0.000900,0,0,11,11
100000,3,1,true,true,1,3,1.554100,1.783600,0.000800,0.001400,0.002500,0.002800,0.000700,0.000800,2.879200,3.218800,0.001500,0.001800,0,0,11,11
100000,3,1,true,true,1000,1,1.569800,1.723600,0.000700,0.001300,0.098900,0.148200,0.022200,0.023300,1.000600,1.128600,0.000600,0.001600,0,0,11000,11000
100000,3,1,true,true,1000,3,1.638500,1.813800,0.000800,0.001400,0.098200,0.100000,0.022200,0.022900,2.832500,3.002500,0.001500,0.001900,0,0,11000,11000
100000,3,1,true,true,100000,1,3.511300,3.735700,0.000700,0.001400,11.056300,11.748300,2.420700,2.691600,1.146500,1.328500,0.001000,0.001700,0,0,1100000,1100000
100000,3,1,true,true,100000,3,3.511700,3.738000,0.001300,0.001400,11.164300,11.285600,2.417500,2.627900,3.309800,3.732500,0.001900,0.002100,0,0,1100000,1100000
100000,3,8,false,false,0,1,1.543700,1.692000,0.000300,0.000900,0.000600,0.001300,0.000100,0.000600,0.994400,1.306300,0.000500,0.000700,0,0,0,0
100000,3,8,false,false,0,3,1.682500,1.838200,0.000400,0.001300,0.000900,0.001500,0.000200,0.000600,2.805200,3.050000,0.001000,0.001400,0,0,0,0
100000,3,8,false,false,1,1,1.522700,1.868900,0.000300,0.001000,0.005100,0.017300,0.001000,0.001300,0.962900,1.153000,0.000600,0.001100,0,0,88,396
100000,3,8,false,false,1,3,1.571700,1.727800,0.000400,0.001400,0.006100,0.007800,0.000800,0.001600,2.834100,3.391300,0.000900,0.001200,0,0,88,396
100000,3,8,false,false,1000,1,1.588600,1.770400,0.000300,0.000800,0.340000,0.392400,0.022900,0.039900,0.963800,0.999400,0.000300,0.000500,0,0,11000,49500
100000,3,8,false,false,1000,3,1.624600,2.084400,0.000500,0.001400,0.365800,0.473200,0.023200,0.064600,2.872800,3.461000,0.000700,0.000900,0,0,11000,49500
100000,3,8,false,false,100000,1,6.713900,7.059600,0.000800,0.001300,36.384500,36.859300,2.400700,2.859100,1.081800,1.150500,0.000700,0.001300,0,0,1100000,4950000
100000,3,8,false,false,100000,3,6.982000,8.544000,0.000900,0.001300,37.216400,39.422800,2.475300,2.948500,3.719600,4.261600,0.001000,0.001400,0,0,1100000,4950000
100000,3,8,false,true,0,1,1.533600,1.888700,0.000800,0.001000,0.000400,0.000900,0.000500,0.000500,1.067300,1.133500,0.000500,0.000600,0,0,0,0
100000,3,8,false,true,0,3,1.602100,1.807700,0.000800,0.001400,0.000900,0.001500,0.000600,0.001000,3.098900,3.349600,0.001000,0.001700,0,0,0,0
100000,3,8,false,true,1,1,1.596100,1.938600,0.000500,0.001400,0.004500,0.006100,0.000900,0.001600,1.060600,1.536200,0.000500,0.001300,0,0,88,396
100000,3,8,false,true,1,3,1.595800,1.966600,0.000900,0.007400,0.006600,0.016800,0.001000,0.001300,3.265500,4.081700,0.001200,0.001400,0,0,88,396
100000,3,8,false,true,1000,1,1.570500,1.808500,0.000400,0.000700,0.337900,0.447700,0.021400,0.027700,1.049900,1.331200,0.000500,0.000800,0,0,11000,49500
100000,3,8,false,true,1000,3,1.649300,1.950700,0.000800,0.001400,0.346900,0.411000,0.022200,0.040200,2.883600,3.211400,0.001200,0.001800,0,0,11000,49500
100000,3,8,false,true,100000,1,6.811800,7.190100,0.000800,0.001300,35.975500,36.532500,2.404200,2.627300,1.205300,1.270900,0.000900,0.001300,0,0,1100000,4950000
100000,3,8,false,true,100000,3,6.734100,7.241500,0.000800,0.000900,35.609100,36.925100,2.367200,2.506800,3.304600,3.573400,0.001100,0.001700,0,0,1100000,4950000
100000,3,8,true,false,0,1,1.544300,1.736600,0.000200,0.001200,0.000400,0.000900,0.000200,0.000400,1.036500,1.173800,0.000500,0.001000,0,0,0,0
100000,3,8,true,false,0,3,1.589900,2.296100,0.000800,0.000900,0.001100,0.001200,0.000500,0.000600,2.919500,3.483900,0.000900,0.001300,0,0,0,0
100000,3,8,true,false,1,1,1.538300,1.847400,0.000300,0.000900,0.005400,0.007700,0.000800,0.001100,0.958900,1.231100,0.000500,0.001000,0,0,88,396
100000,3,8,true,false,1,3,1.597500,1.859900,0.000400,0.001100,0.005900,0.008100,0.000600,0.001000,3.003100,3.564000,0.001000,0.001500,0,0,88,396
100000,3,8,true,false,1000,1,1.602100,1.698700,0.000200,0.001400,0.325600,0.417400,0.022100,0.023000,0.980000,1.063100,0.000300,0.001000,0,0,11000,49500
100000,3,8,true,false,1000,3,1.608500,1.783500,0.000600,0.001200,0.336100,0.483800,0.022100,0.051200,3.008800,3.523000,0.001200,0.001400,0,0,11000,49500
100000,3,8,true,false,100000,1,6.744700,7.472300,0.000800,0.001300,36.123200,36.567100,2.532000,2.812300,1.390600,1.510500,0.000900,0.001300,0,0,1100000,4950000
100000,3,8,true,false,100000,3,6.716200,6.990900,0.000800,0.000800,36.710500,37.125000,2.442500,2.673500,3.350400,3.512600,0.000900,0.001600,0,0,1100000,4950000
100000,3,8,true,true,0,1,1.562900,1.727500,0.000500,0.000600,0.000400,0.000800,0.000400,0.000500,1.040500,1.079600,0.000600,0.000700,0,0,0,0
100000,3,8,true,true,0,3,1.664400,2.491800,0.000800,0.001200,0.000900,0.001600,0.000600,0.001300,3.063100,3.480700,0.001300,0.001700,0,0,0,0
100000,3,8,true,true,1,1,1.594800,1.796100,0.000500,0.000600,0.004800,0.005000,0.000900,0.001100,1.008900,1.306900,0.000500,0.011500,0,0,88,396
100000,3,8,true,true,1,3,1.713900,2.058000,0.000800,0.001300,0.006200,0.007100,0.001200,0.004200,3.615400,4.340000,0.002300,0.003300,0,0,88,396
100000,3,8,true,true,1000,1,1.660900,2.227900,0.000500,0.001000,0.348100,0.449000,0.022700,0.037900,1.150600,1.331500,0.000600,0.001400,0,0,11000,49500
100000,3,8,true,true,1000,3,2.640300,3.533500,0.001900,0.004900,0.451800,1.182400,0.030900,0.042500,5.001400,6.236100,0.001900,0.003000,0,0,11000,49500
100000,3,8,true,true,100000,1,7.446500,8.339400,0.000900,0.001000,39.273500,41.037000,2.617200,2.860200,1.187500,1.718500,0.001300,0.002100,0,0,1100000,4950000
100000,3,8,true,true,100000,3,7.117100,7.863000,0.000900,0.001600,39.063300,39.531400,3.046600,3.125900,3.890900,4.048500,0.001800,0.002700,0,0,1100000,4950000
