scenario,mode,flights,baseline_runs,baseline_us,baseline_min_us,baseline_max_us,direct_runs,direct_us,direct_min_us,direct_max_us,direct_change_percent,snapshot_control_sweep_us,direct_full_sweep_us,baseline_input_wait_us_mean,baseline_e2e_us_median,baseline_e2e_us_p95,baseline_e2e_us_p99,baseline_payload_bytes_mean,baseline_local_transforms_mean,baseline_direct_transforms_mean,direct_input_wait_us_mean,direct_e2e_us_median,direct_e2e_us_p95,direct_e2e_us_p99,direct_payload_bytes_mean,direct_local_transforms_mean,direct_direct_transforms_mean
shape_1000_dirty_0,single,1,3,0.3763671875,0.3736328125,0.6421875,3,0.4154296875,0.3923828125,0.5119140625,10.37882719252725,0.414453125,0.40390625,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0162109375,0.3,0.3,0.4,0.0,0.0,0.0
shape_1000_dirty_0,threaded,1,3,1.0146484375,0.97578125,1.2060546875,3,0.9693359375,0.9611328125,1.22265625,-4.465832531280078,0.987890625,0.9318359375,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.016796875,0.7,0.8,0.8,0.0,0.0,0.0
shape_1000_dirty_0,single,2,3,0.376171875,0.3740234375,0.3828125,3,0.40546875,0.38828125,0.42265625,7.78816199376946,0.3986328125,0.595703125,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.014453125,0.3,0.3,0.4,0.0,0.0,0.0
shape_1000_dirty_0,threaded,2,3,0.622265625,0.605078125,0.74921875,3,0.674609375,0.6423828125,0.698046875,8.411801632140591,0.6779296875,0.6955078125,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.016015625000000002,0.7,0.8,0.8,0.0,0.0,0.0
shape_1000_dirty_0,single,3,3,0.383203125,0.3724609375,0.4013671875,3,0.422265625,0.3841796875,0.4744140625,10.19367991845057,0.401953125,0.3904296875,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.01640625,0.3,0.3,0.4,0.0,0.0,0.0
shape_1000_dirty_0,threaded,3,3,0.58125,0.5736328125,0.833203125,3,0.6623046875,0.660546875,0.6693359375,13.944892473118276,0.665625,0.6595703125,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.0150390625,0.7,0.9,0.9,0.0,0.0,0.0
shape_1000_dirty_1,single,1,3,0.500390625,0.4951171875,0.5103515625,3,0.57578125,0.5376953125,0.6708984375,15.066354410616722,0.565625,16.4255859375,0.0,0.4,0.5,0.5,48.0,1.0,0.0,0.030468750000000003,0.4,0.5,0.5,0.0,0.0,1.0
shape_1000_dirty_1,threaded,1,3,1.1017578125,1.08125,1.2119140625,3,1.2009765625,1.1724609375,1.2841796875,9.005495479524894,1.1017578125,21.714453125,0.0,0.8,0.9,0.9,48.0,1.0,0.0,0.5125,0.9,1.0,1.0,0.0,0.0,1.0
shape_1000_dirty_1,single,2,3,0.7341796875,0.4833984375,0.803515625,3,0.705078125,0.5345703125,0.713671875,-3.9638201649374816,0.54765625,16.8595703125,0.0,0.5,0.8,1.4,48.0,1.0,0.0,0.0345703125,0.5,0.7,1.0,0.0,0.0,1.0
shape_1000_dirty_1,threaded,2,3,0.722265625,0.701171875,0.9998046875,3,1.1265625,1.1263671875,1.223046875,55.97620335316385,0.916015625,18.43515625,0.0,0.9,1.0,1.4,48.0,1.0,0.0,0.50546875,0.9,0.9,1.0,0.0,0.0,1.0
shape_1000_dirty_1,single,3,3,0.4978515625,0.4876953125,0.519921875,3,0.5603515625,0.5302734375,0.6046875,12.553942722636325,0.533984375,17.2755859375,0.0,0.4,0.5,0.5,48.0,1.0,0.0,0.029687500000000002,0.4,0.5,0.5,0.0,0.0,1.0
shape_1000_dirty_1,threaded,3,3,0.6513671875,0.6490234375,0.68046875,3,1.222265625,1.125390625,1.251953125,87.64617691154422,0.8181640625,17.1431640625,0.0,0.8,1.0,1.0,48.0,1.0,0.0,0.5494140625,0.9,1.1,1.5,0.0,0.0,1.0
shape_1000_dirty_10,single,1,3,1.2912109375,1.11953125,1.376171875,3,1.209765625,1.1083984375,1.239453125,-6.307669036454399,1.2546875,17.23046875,0.0,1.1,1.2,3.2,480.0,10.0,0.0,0.047265625000000006,1.0,1.1,1.1,0.0,0.0,10.0
shape_1000_dirty_10,threaded,1,3,1.6751953125,1.59296875,1.8173828125,3,1.889453125,1.8052734375,2.0294921875,12.790019820450027,1.696875,21.2544921875,0.0,1.3,1.5,1.9,480.0,10.0,0.0,0.7662109375,1.5,1.7,2.7,0.0,0.0,10.0
shape_1000_dirty_10,single,2,3,1.1396484375,1.1099609375,1.1451171875,3,1.270703125,1.158984375,1.331640625,11.499571550985443,1.27109375,17.3111328125,0.0,1.0,1.1,1.1,480.0,10.0,0.0,0.0474609375,1.0,1.1,1.2,0.0,0.0,10.0
shape_1000_dirty_10,threaded,2,3,0.96328125,0.915625,0.9787109375,3,1.701953125,1.7001953125,1.9294921875,76.68288726682889,1.124609375,18.3251953125,0.0,1.4,1.5,1.6,480.0,10.0,0.0,0.7638671875,1.6,1.7,1.7,0.0,0.0,10.0
shape_1000_dirty_10,single,3,3,1.111328125,1.103515625,1.4873046875,3,1.3671875,1.349609375,1.4265625,23.022847100175746,1.2380859375,17.309765625,0.0,1.0,1.1,1.1,480.0,10.0,0.0,0.049218750000000006,1.0,1.2,4.9,0.0,0.0,10.0
shape_1000_dirty_10,threaded,3,3,0.9361328125,0.867578125,0.9388671875,3,1.830078125,1.721484375,1.899609375,95.4934279157104,1.0771484375,19.142578125,0.0,1.3,1.5,1.5,480.0,10.0,0.0,0.827734375,1.6,1.7,2.2,0.0,0.0,10.0
shape_1000_dirty_100,single,1,3,7.6455078125,7.5494140625,7.78671875,3,7.7716796875,7.517578125,8.1958984375,1.6502746200025564,8.2052734375,22.26171875,0.0,7.1,7.7,20.5,4800.0,100.0,0.0,0.33652343749999997,6.9,7.5,21.1,0.0,0.0,100.0
shape_1000_dirty_100,threaded,1,3,13.0509765625,12.8939453125,14.6986328125,3,8.64765625,8.5435546875,11.58984375,-33.73939330450008,15.2345703125,32.6029296875,0.0,9.6,11.2,24.4,4800.0,100.0,0.0,3.8419921875,8.1,8.6,13.8,0.0,0.0,100.0
shape_1000_dirty_100,single,2,3,9.49921875,8.4576171875,9.541796875,3,7.9021484375,7.12890625,8.12265625,-16.81264906653508,8.8046875,22.5275390625,0.0,7.4,21.6,29.3,4800.0,100.0,0.0,0.3451171875,6.8,7.8,9.8,0.0,0.0,100.0
shape_1000_dirty_100,threaded,2,3,3.84375,3.82578125,3.891015625,3,9.773046875,8.7392578125,10.7759765625,154.2581300813008,4.54921875,23.4380859375,0.0,6.8,7.0,21.8,4800.0,100.0,0.0,5.333203125,8.5,20.0,29.3,0.0,0.0,100.0
shape_1000_dirty_100,single,3,3,8.75625,8.1015625,9.636328125,3,7.855859375,7.312109375,8.0,-10.28283369022127,8.641015625,21.3689453125,0.0,7.3,15.6,27.8,4800.0,100.0,0.0,0.348046875,6.9,7.6,12.5,0.0,0.0,100.0
shape_1000_dirty_100,threaded,3,3,3.8076171875,3.755078125,3.8720703125,3,8.2046875,8.0083984375,9.083203125,115.48089253654786,4.66484375,20.7275390625,0.0,6.8,7.1,18.8,4800.0,100.0,0.0,4.2552734375,8.5,9.8,18.9,0.0,0.0,100.0
shape_1000_dirty_1000,single,1,3,72.44453125,69.42578125,77.191015625,3,69.4689453125,66.3576171875,71.904296875,-4.107398979822929,76.50234375,63.849609375,0.0,63.5,105.2,145.5,48000.0,1000.0,0.0,3.801953125,61.8,87.0,132.5,0.0,0.0,1000.0
shape_1000_dirty_1000,threaded,1,3,83.2564453125,79.7595703125,86.0861328125,3,85.5408203125,76.31328125,86.166796875,2.743781567211623,85.5990234375,74.671875,0.0,66.3,122.8,166.4,48000.0,1000.0,0.0,44.192578125,74.3,112.9,135.1,0.0,0.0,1000.0
shape_1000_dirty_1000,single,2,3,70.876171875,69.5974609375,76.6921875,3,71.375390625,65.2703125,72.9421875,0.7043534333096346,75.3947265625,69.8580078125,0.0,64.05,100.9,137.9,48000.0,1000.0,0.0,3.8443359375,63.9,93.2,125.1,0.0,0.0,1000.0
shape_1000_dirty_1000,threaded,2,3,39.7203125,36.933203125,42.0095703125,3,76.5501953125,69.9517578125,77.791015625,92.72304394004955,42.16875,71.7296875,0.0,64.4,112.1,149.3,48000.0,1000.0,0.0,44.13359375,77.1,94.8,119.9,0.0,0.0,1000.0
shape_1000_dirty_1000,single,3,3,71.933203125,68.6921875,81.6435546875,3,72.3802734375,65.0845703125,73.9888671875,0.6215075835328765,75.7435546875,64.7041015625,0.0,64.7,104.4,140.9,48000.0,1000.0,0.0,4.1298828125,63.9,89.2,122.1,0.0,0.0,1000.0
shape_1000_dirty_1000,threaded,3,3,39.8318359375,38.140625,45.18984375,3,75.943359375,69.083203125,77.427734375,90.65995224062095,42.258203125,68.94609375,0.0,65.35,130.6,162.2,48000.0,1000.0,0.0,44.425390625,77.55,85.8,114.9,0.0,0.0,1000.0
shape_10000_dirty_0,single,1,3,0.6140625,0.3611328125,0.6404296875,3,0.4201171875,0.3828125,0.521484375,-31.583969465648853,0.3849609375,0.378515625,0.0,0.3,0.4,0.4,0.0,0.0,0.0,0.015625,0.3,0.3,0.4,0.0,0.0,0.0
shape_10000_dirty_0,threaded,1,3,1.2384765625,0.8736328125,1.330859375,3,0.9822265625,0.921875,1.02265625,-20.690742785049686,1.0197265625,0.9705078125,0.0,0.6,0.7,1.5,0.0,0.0,0.0,0.0158203125,0.7,0.7,0.8,0.0,0.0,0.0
shape_10000_dirty_0,single,2,3,0.39140625,0.3470703125,0.65703125,3,0.426171875,0.4248046875,0.5837890625,8.882235528942118,0.3892578125,0.3818359375,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.016015625000000002,0.3,0.4,0.4,0.0,0.0,0.0
shape_10000_dirty_0,threaded,2,3,0.6109375,0.55390625,0.776953125,3,0.737109375,0.6263671875,0.739453125,20.65217391304346,0.71328125,0.662109375,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.0185546875,0.7,0.8,0.9,0.0,0.0,0.0
shape_10000_dirty_0,single,3,3,0.3943359375,0.34921875,0.412109375,3,0.421484375,0.3791015625,0.4232421875,6.884596334819215,0.3853515625,0.4390625,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0166015625,0.3,0.3,0.4,0.0,0.0,0.0
shape_10000_dirty_0,threaded,3,3,0.585546875,0.54765625,0.6900390625,3,0.646875,0.6259765625,0.6583984375,10.473649099399584,0.6849609375,0.65625,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.0158203125,0.7,0.8,0.8,0.0,0.0,0.0
shape_10000_dirty_1,single,1,3,0.921875,0.8220703125,1.1810546875,3,0.823046875,0.74453125,1.043359375,-10.720338983050848,0.7912109375,181.3873046875,0.0,0.8,1.3,1.4,48.0,1.0,0.0,0.07578125000000001,0.6,1.1,1.2,0.0,0.0,1.0
shape_10000_dirty_1,threaded,1,3,1.659375,1.644140625,2.36484375,3,1.3669921875,1.355859375,2.7869140625,-17.620056497175153,1.4302734375,179.57890625,0.0,1.2,1.7,3.9,48.0,1.0,0.0,0.67578125,1.0,1.5,1.6,0.0,0.0,1.0
shape_10000_dirty_1,single,2,3,0.946875,0.81484375,1.180078125,3,0.8572265625,0.7623046875,1.126171875,-9.46782178217822,0.790625,189.601171875,0.0,0.8,1.3,1.5,48.0,1.0,0.0,0.0822265625,0.6,1.1,1.2,0.0,0.0,1.0
shape_10000_dirty_1,threaded,2,3,1.0275390625,0.9482421875,1.25234375,3,1.5669921875,1.391015625,1.601953125,52.499524805170104,0.896875,180.930078125,0.0,1.4,1.9,2.3,48.0,1.0,0.0,0.7548828125,1.1,1.6,3.7,0.0,0.0,1.0
shape_10000_dirty_1,single,3,3,0.8580078125,0.851171875,1.112890625,3,1.0685546875,0.751953125,1.4435546875,24.53903938083315,0.8763671875,177.3751953125,0.0,0.7,1.3,1.4,48.0,1.0,0.0,0.092578125,0.7,1.3,1.5,0.0,0.0,1.0
shape_10000_dirty_1,threaded,3,3,1.1232421875,0.9611328125,1.2681640625,3,1.58203125,1.464453125,1.658984375,40.8450704225352,1.15625,166.0099609375,0.0,1.3,1.9,13.9,48.0,1.0,0.0,0.76015625,1.2,1.7,1.9,0.0,0.0,1.0
shape_10000_dirty_100,single,1,3,10.2466796875,9.8314453125,12.2501953125,3,12.1595703125,10.778125,13.0552734375,18.668394868764636,12.1791015625,175.7083984375,0.0,9.7,10.7,25.2,4800.0,100.0,0.0,0.625,9.2,15.5,39.5,0.0,0.0,100.0
shape_10000_dirty_100,threaded,1,3,22.1712890625,19.480859375,22.321484375,3,19.084765625,16.2009765625,19.4853515625,-13.921262894544439,18.72734375,197.3125,0.0,13.4,35.7,70.1,4800.0,100.0,0.0,10.1775390625,15.0,26.0,37.7,0.0,0.0,100.0
shape_10000_dirty_100,single,2,3,11.194921875,10.6376953125,13.0388671875,3,11.6169921875,9.9626953125,12.1142578125,3.7701943543040572,11.5294921875,183.3669921875,0.0,10.5,12.9,23.3,4800.0,100.0,0.0,0.537109375,9.2,15.5,27.2,0.0,0.0,100.0
shape_10000_dirty_100,threaded,2,3,5.6146484375,5.1025390625,12.86875,3,10.629296875,9.51953125,12.1337890625,89.3136675131318,6.978515625,185.711328125,0.0,9.4,12.1,25.2,4800.0,100.0,0.0,5.9240234375,10.8,16.1,27.8,0.0,0.0,100.0
shape_10000_dirty_100,single,3,3,11.9216796875,11.12890625,15.798828125,3,10.7994140625,10.398828125,25.7873046875,-9.413653565753034,10.8154296875,179.10546875,0.0,9.7,28.3,33.2,4800.0,100.0,0.0,0.4912109375,9.0,15.5,34.7,0.0,0.0,100.0
shape_10000_dirty_100,threaded,3,3,5.80078125,4.940234375,6.7,3,16.034765625,10.341796875,22.0103515625,176.4242424242424,6.6154296875,174.4884765625,0.0,10.5,13.7,21.9,4800.0,100.0,0.0,9.4126953125,15.8,28.3,47.0,0.0,0.0,100.0
shape_10000_dirty_1000,single,1,3,120.1853515625,111.98046875,125.357421875,3,110.117578125,98.1484375,122.637109375,-8.37687231148504,107.944140625,255.2076171875,0.0,100.45,194.2,293.6,48000.0,1000.0,0.0,7.2734375,90.65,158.2,186.3,0.0,0.0,1000.0
shape_10000_dirty_1000,threaded,1,3,130.240625,125.9134765625,172.2603515625,3,124.77421875,113.773828125,145.1109375,-4.19715910454207,122.9546875,282.24375,0.0,104.7,213.3,313.2,48000.0,1000.0,0.0,57.0791015625,106.85,181.9,241.0,0.0,0.0,1000.0
shape_10000_dirty_1000,single,2,3,110.618359375,110.028125,111.1234375,3,111.0359375,98.808984375,117.3814453125,0.37749441174081966,109.4970703125,243.4740234375,0.0,97.4,171.2,236.9,48000.0,1000.0,0.0,7.6587890625,90.0,147.1,232.8,0.0,0.0,1000.0
shape_10000_dirty_1000,threaded,2,3,58.9283203125,57.783984375,62.0466796875,3,100.560546875,95.5490234375,102.1458984375,70.64892795471194,64.3203125,211.6166015625,0.0,97.15,180.0,245.0,48000.0,1000.0,0.0,54.9341796875,106.2,147.6,188.3,0.0,0.0,1000.0
shape_10000_dirty_1000,single,3,3,119.4447265625,117.5943359375,119.521875,3,110.92734375,99.9099609375,117.4693359375,-7.1308152796877415,113.8060546875,251.408203125,0.0,106.65,177.4,287.4,48000.0,1000.0,0.0,7.5009765625,90.2,149.1,218.8,0.0,0.0,1000.0
shape_10000_dirty_1000,threaded,3,3,61.948828125,59.237109375,85.5572265625,3,95.0841796875,93.2419921875,102.54921875,53.48826211149576,58.48359375,199.89296875,0.0,110.25,247.0,307.7,48000.0,1000.0,0.0,54.0080078125,106.1,145.6,218.0,0.0,0.0,1000.0
shape_10000_dirty_10000,single,1,3,1067.3482421875,1043.6625,1086.99296875,3,948.750390625,858.2197265625,955.1373046875,-11.111448623313148,961.829296875,987.45625,0.0,919.75,1869.8,2259.8,480000.0,10000.0,0.0,73.8052734375,791.5,1122.8,1303.3,0.0,0.0,10000.0
shape_10000_dirty_10000,threaded,1,3,1114.7546875,1107.428125,1206.1947265625,3,981.180859375,906.2029296875,1002.93359375,-11.98235177862843,1021.4900390625,1017.212890625,0.0,960.25,1906.0,2282.6,480000.0,10000.0,0.0,513.5310546875,862.2,1389.7,1671.1,0.0,0.0,10000.0
shape_10000_dirty_10000,single,2,3,1141.700390625,1128.2263671875,1179.5474609375,3,948.888671875,856.5779296875,1481.742578125,-16.888118838642875,1047.43984375,991.2326171875,0.0,976.35,2015.0,2728.3,480000.0,10000.0,0.0,74.653125,788.1,1286.7,1619.5,0.0,0.0,10000.0
shape_10000_dirty_10000,threaded,2,3,682.8826171875,668.7537109375,692.152734375,3,971.28203125,833.8193359375,1683.801171875,42.232648306423904,689.8970703125,976.0322265625,0.0,953.6500000000001,1751.6,2190.9,480000.0,10000.0,0.0,514.4373046875,874.5,1402.1,1604.9,0.0,0.0,10000.0
shape_10000_dirty_10000,single,3,3,1082.324609375,1053.2958984375,1280.7103515625,3,1021.9853515625,844.125390625,1626.909765625,-5.574968663730506,1045.68203125,841.989453125,0.0,964.6500000000001,1995.1,2536.9,480000.0,10000.0,0.0,82.4859375,782.5,1444.3,2435.2,0.0,0.0,10000.0
shape_10000_dirty_10000,threaded,3,3,721.3880859375,698.458984375,919.1390625,3,1362.958203125,907.513671875,1512.3521484375,88.93550222051832,633.4216796875,968.46328125,0.0,990.9000000000001,1980.1,2360.8,480000.0,10000.0,0.0,646.642578125,1157.95,2382.8,3773.6,0.0,0.0,10000.0
shape_100000_dirty_0,single,1,3,0.388671875,0.3591796875,0.3927734375,3,0.380078125,0.3787109375,0.4896484375,-2.2110552763819125,0.3830078125,0.3779296875,0.0,0.3,0.4,0.4,0.0,0.0,0.0,0.015234375000000001,0.3,0.3,0.3,0.0,0.0,0.0
shape_100000_dirty_0,threaded,1,3,0.952734375,0.9201171875,0.9654296875,3,1.0080078125,0.8951171875,1.1568359375,5.801558015580155,1.0189453125,0.9357421875,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.016992187500000002,0.7,0.7,0.8,0.0,0.0,0.0
shape_100000_dirty_0,single,2,3,0.35625,0.35234375,0.389453125,3,0.4212890625,0.3791015625,0.5328125,18.256578947368407,0.3857421875,0.4509765625,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.014843750000000001,0.3,0.3,0.4,0.0,0.0,0.0
shape_100000_dirty_0,threaded,2,3,0.5884765625,0.5693359375,0.6048828125,3,0.676953125,0.6138671875,0.6802734375,15.034848987719872,0.7365234375,0.913671875,0.0,0.8,0.8,0.9,0.0,0.0,0.0,0.0125,0.7,0.8,0.8,0.0,0.0,0.0
shape_100000_dirty_0,single,3,3,0.3681640625,0.3541015625,0.374609375,3,0.3822265625,0.3783203125,0.4236328125,3.8196286472148566,0.4271484375,0.41484375,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0154296875,0.3,0.3,0.3,0.0,0.0,0.0
shape_100000_dirty_0,threaded,3,3,0.6287109375,0.5837890625,0.6935546875,3,0.6609375,0.6328125,0.8248046875,5.125815470643058,0.740625,0.6693359375,0.0,0.7,0.8,0.8,0.0,0.0,0.0,0.0146484375,0.7,0.8,0.9,0.0,0.0,0.0
shape_100000_dirty_1,single,1,3,1.1705078125,1.1658203125,1.1830078125,3,1.3126953125,1.242578125,1.31640625,12.147505422993499,1.1880859375,1953.871484375,0.0,1.0,1.5,1.6,48.0,1.0,0.0,0.1083984375,0.9,1.5,1.6,0.0,0.0,1.0
shape_100000_dirty_1,threaded,1,3,1.80390625,1.7806640625,1.9990234375,3,1.761328125,1.716796875,2.82109375,-2.3603291468168086,1.740234375,1978.105859375,0.0,1.4,1.9,2.0,48.0,1.0,0.0,0.8044921875000001,1.4,1.9,2.1,0.0,0.0,1.0
shape_100000_dirty_1,single,2,3,1.6673828125,1.1224609375,1.99140625,3,1.33671875,1.212890625,1.349609375,-19.83132247862247,1.171484375,1817.332421875,0.0,1.2,2.0,3.6,48.0,1.0,0.0,0.1224609375,0.9,1.5,1.8,0.0,0.0,1.0
shape_100000_dirty_1,threaded,2,3,1.11953125,1.028125,1.427734375,3,1.768359375,1.714453125,1.7916015625,57.95533845080249,1.42265625,1902.5974609375,0.0,1.5,2.1,2.2,48.0,1.0,0.0,0.8251953125,1.4,1.9,2.0,0.0,0.0,1.0
shape_100000_dirty_1,single,3,3,1.341796875,1.2421875,1.3845703125,3,1.19453125,1.1826171875,1.3921875,-10.975254730713246,1.2150390625,1835.240625,0.0,1.1,1.6,1.7,48.0,1.0,0.0,0.106640625,0.9,1.5,1.6,0.0,0.0,1.0
shape_100000_dirty_1,threaded,3,3,1.171484375,1.0501953125,1.4076171875,3,1.860546875,1.77265625,2.4205078125,58.81960653551186,1.170703125,1815.536328125,0.0,1.6,2.5,2.8,48.0,1.0,0.0,0.8810546875,1.5,2.1,2.5,0.0,0.0,1.0
shape_100000_dirty_1000,single,1,3,185.384375,181.035546875,190.87421875,3,172.1962890625,156.2029296875,190.325,-7.113914501963825,168.7892578125,2147.947265625,0.0,158.9,282.6,393.2,48000.0,1000.0,0.0,13.620703125,138.1,252.9,340.0,0.0,0.0,1000.0
shape_100000_dirty_1000,threaded,1,3,225.8634765625,209.580859375,226.52578125,3,189.905859375,169.6357421875,235.0744140625,-15.920067172768393,191.3251953125,2216.862109375,0.0,195.25,335.3,544.7,48000.0,1000.0,0.0,82.26484375,156.9,284.8,363.5,0.0,0.0,1000.0
shape_100000_dirty_1000,single,2,3,184.5232421875,183.568359375,185.4935546875,3,167.224609375,156.5453125,168.19765625,-9.374771767191415,172.7958984375,2323.8939453125,0.0,167.1,286.7,391.2,48000.0,1000.0,0.0,12.92421875,136.05,225.0,275.0,0.0,0.0,1000.0
shape_100000_dirty_1000,threaded,2,3,99.8822265625,99.7537109375,100.9333984375,3,137.044921875,123.5419921875,141.6310546875,37.20651470384067,94.0896484375,2117.876953125,0.0,162.05,284.9,369.8,48000.0,1000.0,0.0,75.3171875,155.95,267.1,332.1,0.0,0.0,1000.0
shape_100000_dirty_1000,single,3,3,183.751953125,182.3068359375,201.458203125,3,175.1419921875,154.1712890625,176.26328125,-4.685643222329694,186.2896484375,2059.9341796875,0.0,172.0,313.6,424.6,48000.0,1000.0,0.0,13.1791015625,138.25,236.3,287.3,0.0,0.0,1000.0
shape_100000_dirty_1000,threaded,3,3,104.698046875,95.2984375,108.0357421875,3,132.7484375,123.24296875,136.25859375,26.79170382088372,87.718359375,1924.8267578125,0.0,174.8,328.9,521.0,48000.0,1000.0,0.0,73.1068359375,151.3,238.1,304.6,0.0,0.0,1000.0
shape_100000_dirty_10000,single,1,3,4758.20078125,4297.721484375,4866.591796875,3,4073.594140625,2846.141015625,4157.558203125,-14.3879309028475,3605.4671875,3785.9642578125,0.0,4406.4,6889.0,11126.9,480000.0,10000.0,0.0,267.207421875,3422.3,6012.0,7823.4,0.0,0.0,10000.0
